Title,Trim,Location,Distance,MSRP,Price,Monthly Payment,VIN,Stock Number,Dealer,Dealer Phone,Dealer Address,Dealer Website,Listing URL
2025 Nissan Altima,2.5 SV FWD,"Blauvelt, NY",18 mi away,"$32,305","$27,386",$513/mo est.,1N4BL4DV7SN416491,251231,Rockland Nissan,(845) 203-2205,"608 Route 303, Blauvelt, NY 10913",https://www.rocklandnissan.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/428488867?resultSetId=c79c1943-7050-4ab8-b3e6-9d1b7a7e735a&searchUuid=2d669cae-6ae1-4323-90a4-bc1f6f65625d&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=23&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zAAcODUNAGwA7CQoAOZwePYcAK69FejMpI2NAJxQYAwAtI1TGNM49sz202NYYDjTAEZQGBCNB3iNAZVt7WDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6RoAWSBNzG+TyQA
2025 Volkswagen Tiguan,S 4Motion,"Vernon, CT",101 mi away,"$33,665","$28,165",$528/mo est.,3VVBR7RM3SM059834,21066,Vernon Volkswagen,(978) 735-2126,"167 Hartford Tpke, Vernon, CT 06066",https://www.vwvernon.com/catcher.esl?vin=3VVBR7RM3SM059834&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/427310973?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=1&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zADs9tgAnHUkKADmcABszBwArj0V6Dj2NQ0QeFAYALRY9lB4kzikODiTAEYd0JMAHKwYYA1Q0AyklS2tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfQdACygOuDXyeSAA
2025 Subaru Impreza,Sport AWD,"Schenectady, NY",141 mi away,"$28,169","$28,169",$528/mo est.,JF1GUAFC8S8279363,S25-813,,,,,https://www.cargurus.com/details/441830160?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=2&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4OBgAHPZYGABsLigA5nBNzBwArj0V6Dj2AOwAnBB4UBgAtFj2UHjTOKTV0wBGTdDTtawYYKNQ0AyklSTtYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfRNACygOuo3yeSAA
2025 Hyundai Elantra,Limited FWD,"Schenectady, NY",135 mi away,"$29,050","$28,179",$528/mo est.,KMHLP4DG4SU971694,HC3936,,,,,https://www.cargurus.com/details/441394243?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=3&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4OBj2AJw4zDj2JCgA5nAAbMwcAK69FejNAOx1EHhQGAC0WPZQeFM4pNVTAEad0FMAHKwYYHVQ0Aykla1tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfSdACygOudXyeSAA
2025 Hyundai Elantra,Limited FWD,"Schenectady, NY",135 mi away,"$29,050","$28,179",$528/mo est.,KMHLP4DG8SU958723,HC3919,,,,,https://www.cargurus.com/details/441394375?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=4&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4OBj2AJw49gDsgSAoAOZwAGzMHACufRXojU11EHhQGAC0WPZQeFM4pNVTAEZd0FMAHKwYYHVQ0AyklSQdYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfRdACygOudXyeSAA
2025 Nissan Altima,2.5 SR FWD,"Totowa, NJ",17 mi away,"$31,490","$28,184",$528/mo est.,1N4BL4CV9SN405509,251349,Route 46 Nissan,(309) 245-3923,"440 U.S. 46, Totowa, NJ 07512",https://www.route46nissan.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/422648168?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=5&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zMwAbDgAHBi1DSQoAOZwtcwcAK69Feg49gDsAJwQeFAYALRY9lB4MzikODgzAEa10DMNrBhgY1DQDKSVbe1g6AyqAFLmABq3CKQAYgBCABYAWswAqkgAPIAK30AHcADKyW5gjzxUilZRIfS1ACywNuY3yeSAA
2025 Buick Envista,Sport Touring FWD,"Woodbury, NJ",95 mi away,"$28,185","$28,185",$528/mo est.,KL47LBEPXSB223140,223140,Barlow Buick GMC,(856) 242-8640,"663 Mantua Pike, Woodbury, NJ 08096",https://www.barlowbpg.com/VehicleSearchResults?search=new&vin=KL47LBEPXSB223140&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/418387567?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=6&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4GAAc9jUA7HgAbA0kKADmcM3MHACufRXoOPYNAJwQeFAYALRY9lB4MzikODgzAEbN0DM1rBhgY1DQDKSV7R1g6AyqAFLmABq3CKQAYgBCABYAWswAqkgAPIAK30AHcADKyW5gjzxUilZRIfTNACywNuY3yeSAA
2025 Ford Bronco Sport,Big Bend AWD,"Mechanicsburg, PA",167 mi away,"$33,690","$28,190",$528/mo est.,3FMCR9BN5SRF52303,MF50562,Fred Beans Ford of Mechanicsburg,(717) 794-8279,"6320 Carlisle Pike, Mechanicsburg, PA 17050",https://www.fredbeansfordmechanicsburg.net/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/425247093?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=7&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4Acw4AOxYAJz2JCgA5nAAbMwcAK69Feg49nWNEHhQGAC0WPZQeFM4pDg4UwBGndBTABysGGCNUNAMpJWtbWDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6ToAWSBN0a+TyQA
2025 Ford Bronco Sport,Big Bend AWD,"Baltimore, MD",173 mi away,"$33,385","$28,192",$528/mo est.,3FMCR9BN6SRF21092,FL5568,Norris Ford,(833) 722-6564,"901 Merritt Blvd, Baltimore, MD 21222",https://www.norrisford.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/437255743?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=8&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gDsAXg11SQoAOZwAGzMHACu3RXo1TUAnBB4UBgAtFj2UHgTOKQ4OBMARu3QEwAcrBhgQ1DQDKSVzS1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9O0ALIAq5DfJ5IA
2025 Nissan Kicks,SR AWD,"Raynham, MA",168 mi away,"$30,540","$28,194",$529/mo est.,3N8AP6DBXSL329930,N50064,Mastria Nissan,(617) 798-9877,"1305 New State Hwy, Raynham, MA 02767",https://www.mastrianissan.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/398421121?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=9&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpA4AnAAcOMwYGA0kKADmcABszBwArj0V6Dj2AOxVEHhQGAC0WPZQeFM4pDg4UwBGHdBTNawYYFVQ0AyklS2tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfQdACygOuVXyeSAA
2025 Nissan Kicks,SR AWD,"Raynham, MA",168 mi away,"$30,540","$28,194",$529/mo est.,3N8AP6DB1SL330254,N50066,Mastria Nissan,(617) 798-9877,"1305 New State Hwy, Raynham, MA 02767",https://www.mastrianissan.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/398421125?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=10&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpA4AnAAcOMwYGAEkKADmcABszBwArj0V6Dj2AOxVEHhQGAC0WPZQeFM4pDg4UwBGHdBTNawYYFVQ0AyklS2tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfQdACygOuVXyeSAA
2025 Volkswagen Jetta,SE FWD,"Pompton Plains, NJ",22 mi away,"$28,944","$28,194",$529/mo est.,3VW7X7BU1SM110345,VW11980,,,,,https://www.cargurus.com/details/427797996?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=12&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zADsNQCcDfUAbCQoAOZwzcwcAK69Feg49g0QeFAYALRY9lB4kzikODiTAEbN0JMAHKwYYPVQ0AyklW3tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfTNACygOu9XyeSAA
2025 Nissan Altima,2.5 SV FWD,"Toms River, NJ",61 mi away,"$29,570","$28,202",$529/mo est.,1N4BL4DV9SN415729,RD51229,Pine Belt Nissan of Toms River,(732) 554-3037,"229 Route 37 E, Toms River, NJ 08753",http://www.nissan37.com?utm_source=CarGurus&utm_medium=referral,https://www.cargurus.com/details/427396917?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=13&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zADs9gCcAGz1GDUkKADmcI3MHACufRXoOPY19RB4UBgAtFj2UHjTOKQ4ONMARo3Q0wAcrBhg9VDQDKSV7R1g6AyqAFLmABq3CKQAYgBCABYAWswAqkgAPIAK30AHcADKyW5gjzxUilZRIfSNACywNu9XyeSAA
2025 Mitsubishi Outlander Sport,ES AWC,"Brookfield, CT",52 mi away,"$32,060","$28,213",$529/mo est.,JA4ARUAU7SU007164,M091,Blasius Mitsubishi,(475) 255-6368,"465 Federal Rd, Brookfield, CT 06804",https://www.blasiusmitsubishi.com/search/?q=JA4ARUAU7SU007164&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/420128073?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=14&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4rBjMABxYAOz2JCgA5nAAbMwcAK69Feg49o0AnBB4UBgAtFj2UHjTOKQ4ONMARp3Q03U1YKNQ0Aykla1tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfSdACygOuo3yeSAA
2025 Hyundai Elantra,Limited FWD,"Schenectady, NY",135 mi away,"$29,090","$28,217",$529/mo est.,KMHLP4DG2SU985366,HC4031,,,,,https://www.cargurus.com/details/441394272?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=15&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4OBj2AJw4zADszCQoAOZwAGytigCufRXoOPZNdRB4UBgAtFj2UHjTOKTV0wBGXdDTABysGGB1UNAMpJVt7WDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6LoAWSBNzq+TyQA
2024 Ford Maverick,XL SuperCrew AWD,"Philadelphia, PA",80 mi away,"$28,230","$28,230",$533/mo est.,3FTTW8B9XRRB21296,4T144,Dunphy Ford,(877) 404-0807,"7700 Frankford Ave., Philadelphia, PA 19136",http://dunphyford.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/387722897?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=16&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpA4AHADsNczMVQCcNSQoAOZwAGzMHACufRXoOPY1TRB4UBgAtFj2UHjTOKQ4ONMARl3Q01WsGGBNUNAMpJVt7WDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6LoAWSBNya+TyQA
2025 Mitsubishi Outlander Sport,Trail Edition AWC,"East Providence, RI",150 mi away,,"$28,233",$529/mo est.,JA4ARUAU1SU010755,M2852,"Prestige Auto Mart, Inc. 2",(314) 947-2026,"377 Taunton Ave, East Providence, RI 02914",https://www.prestigemitsubishiri.com/?&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/426482245?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=17&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zABsOAAczMz4JCgA5nA1zBwArj0V6Dj2AOwAnBB4UBgAtFj2UHjTOKQ4ONMARjXQ041YGGCjUNAMpJWtbWDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6GoAWSBN1G+TyQA
2025 Subaru Legacy,Premium AWD,"Philadelphia, PA",91 mi away,"$32,242","$28,234",$529/mo est.,4S3BWAD6XS3027560,S3027560,,,,,https://www.cargurus.com/details/425415851?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=18&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4ATgYeAAcBCQoAOZwAGzMHACu3RXoOPYA7ACcEHhQGAC0WPZQeFM4pDg4UwBG7dBT9awYYCNQ0Ayklc0tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfTtACygOuI3yeSAA
2025 Subaru Legacy,Premium AWD,"Philadelphia, PA",91 mi away,"$32,242","$28,234",$529/mo est.,4S3BWAD69S3027520,S3027520,,,,,https://www.cargurus.com/details/425415886?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=19&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4ATgYeAAc9QBsJCgA5nBNzBwArj0V6Dj2AOwAnBB4UBgAtFj2UHjTOKQ4ONMARk3Q0-WsGGCjUNAMpJWtbWDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6JoAWSBN1G+TyQA
2024 Dodge Hornet,R/T Plus AWD,"Fairfield, CT",43 mi away,"$52,430","$28,237",$533/mo est.,ZACPDFDW1R3A24374,FDH24374 - CTP,Gengras Chrysler Dodge Jeep Ram Fairfield,(844) 329-7659,"251 Commerce Drive, Fairfield, CT 06825",https://www.chryslerdodgejeepramfairfield.com/catcher.esl?vin=ZACPDFDW1R3A24374&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/394781922?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=20&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpA4AnDgA7AAcGFXMzCQoAOZwAGytigCufRXoOPa1VRB4UBgAtFj2UHjTOKQ4ONMARl3Q0-WsGGBVUNAMpJVt7WDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6LoAWSBNyq+TyQA
2025 Mazda CX-5,2.5 S AWD,"Lenox, MA",115 mi away,"$30,740","$28,240",$529/mo est.,JM3KFBAL3S0789217,N5761,,,,,https://www.cargurus.com/details/430909781?resultSetId=f8a28f86-11dc-46bf-9d63-5d21f5c94cf1&searchUuid=4379f5c1-03c5-4d44-b6fc-8201a9cfcedd&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=21&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49lgAnHUA7AAcGCQoAOZwAGzMHACufRXo1Q21EHhQGAC0WPZQeFM4pDg4UwBGXdBTTawYYLVQ0AyklW3tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfRdACygOutXyeSAA
